market_id,contrast,config_a,config_b,n_pairs,mean_diff_a_minus_b,ci95_low,ci95_high,t,p_value,cohen_dz
fed_decision_in_december,"llms_minus_humans | market_probs=True, news=True",1,3,20,-0.25025,-0.34532077421298357,-0.15517922578701637,-5.509361567228595,2.5817284474379525e-05,-1.2319306976947915
who_will_be_inaugurated_as_president,"humans_minus_none | market_probs=True, news=True",3,5,20,-0.0006750000000000034,-0.0014199449614332592,6.99449614332523e-05,-1.8965041846949875,0.07320322290790014,-0.42407122765908084
fed_decision_in_december,"llms_minus_humans | market_probs=True, news=False",2,4,20,-0.29900000000000004,-0.38640461276088406,-0.21159538723911603,-7.159967563498589,8.357165082980981e-07,-1.6010174188676387
fed_decision_in_october,"llms_minus_humans | market_probs=True, news=False",2,4,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_september,"llms_minus_humans | market_probs=True, news=False",2,4,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"llms_minus_humans | market_probs=True, news=False",2,4,20,0.0,0.0,0.0,0.0,1.0,
new_york_city_mayoral_election,"llms_minus_humans | market_probs=True, news=False",2,4,20,-2.4999999999997247e-05,-7.732560136019921e-05,2.732560136020471e-05,-1.0,0.3298768009211252,-0.22360679774997896
who_will_be_inaugurated_as_president,"llms_minus_humans | market_probs=True, news=False",2,4,20,-0.0005999999999999894,-0.0013266330716479912,0.0001266330716480124,-1.7282648996374184,0.10015860019753522,-0.3864517798716119
fed_decision_in_december,"llms_minus_none | market_probs=True, news=False",2,6,20,-0.29900000000000004,-0.38640461276088406,-0.21159538723911603,-7.159967563498589,8.357165082980981e-07,-1.6010174188676387
fed_decision_in_october,"llms_minus_none | market_probs=True, news=False",2,6,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_september,"llms_minus_none | market_probs=True, news=False",2,6,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"llms_minus_none | market_probs=True, news=False",2,6,20,0.0,0.0,0.0,0.0,1.0,
new_york_city_mayoral_election,"llms_minus_none | market_probs=True, news=False",2,6,20,-2.4999999999997247e-05,-7.732560136019921e-05,2.732560136020471e-05,-1.0,0.3298768009211252,-0.22360679774997896
who_will_be_inaugurated_as_president,"llms_minus_none | market_probs=True, news=False",2,6,20,-0.00020000000000000017,-0.0010501903899919895,0.0006501903899919891,-0.4923659639173365,0.6281017752728845,-0.1100963765126373
fed_decision_in_december,"humans_minus_none | market_probs=True, news=False",4,6,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_october,"humans_minus_none | market_probs=True, news=False",4,6,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_september,"humans_minus_none | market_probs=True, news=False",4,6,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"humans_minus_none | market_probs=True, news=False",4,6,20,0.0,0.0,0.0,0.0,1.0,
new_york_city_mayoral_election,"humans_minus_none | market_probs=True, news=False",4,6,20,0.0,0.0,0.0,0.0,1.0,
who_will_be_inaugurated_as_president,"humans_minus_none | market_probs=True, news=False",4,6,20,0.00039999999999998923,-0.0006089340360171924,0.0014089340360171707,0.8297961926908803,0.41695849962462833,0.18554806943273225
fed_decision_in_december,"llms_minus_humans | market_probs=False, news=True",7,9,20,-0.004999999999999996,-0.03800641269133822,0.028006412691338224,-0.31706324373711364,0.7546531922546266,-0.07089749661627708
fed_decision_in_october,"llms_minus_humans | market_probs=False, news=True",7,9,20,0.0025000000000000022,-0.0027325601360207747,0.007732560136020779,1.0,0.3298768009211252,0.22360679774997896
fed_decision_in_september,"llms_minus_humans | market_probs=False, news=True",7,9,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"llms_minus_humans | market_probs=False, news=True",7,9,20,0.003999999999999998,-0.024423625201147284,0.032423625201147284,0.2945470944816463,0.7715338967430695,0.06586273258360142
new_york_city_mayoral_election,"llms_minus_humans | market_probs=False, news=True",7,9,20,-0.004999999999999999,-0.015465120272041541,0.0054651202720415425,-1.0,0.3298768009211252,-0.22360679774997896
who_will_be_inaugurated_as_president,"llms_minus_humans | market_probs=False, news=True",7,9,20,0.022,-0.02515970153706306,0.06915970153706305,0.9763956873390002,0.3411372268725889,0.21832871298276352
fed_decision_in_december,"llms_minus_none | market_probs=False, news=True",7,11,20,-2.7755575615628915e-18,-0.03641089392425802,0.03641089392425802,-1.5954864367874436e-16,0.9999999999999999,-3.5676161298356454e-17
fed_decision_in_october,"llms_minus_none | market_probs=False, news=True",7,11,20,-0.004999999999999999,-0.015465120272041541,0.0054651202720415425,-1.0,0.3298768009211252,-0.22360679774997896
fed_decision_in_september,"llms_minus_none | market_probs=False, news=True",7,11,20,-0.009999999999999998,-0.024405179483524615,0.004405179483524618,-1.452966314513558,0.162549999029727,-0.3248931448269655
fed_interest_rates_january_2025,"llms_minus_none | market_probs=False, news=True",7,11,20,0.003999999999999998,-0.035752959764844855,0.04375295976484485,0.2106030913712496,0.8354391648318885,0.04709228285777136
new_york_city_mayoral_election,"llms_minus_none | market_probs=False, news=True",7,11,20,-0.009999999999999998,-0.024405179483524615,0.004405179483524618,-1.452966314513558,0.162549999029727,-0.3248931448269655
who_will_be_inaugurated_as_president,"llms_minus_none | market_probs=False, news=True",7,11,20,-0.0005000000000000004,-0.0015465120272041557,0.0005465120272041548,-1.0,0.3298768009211252,-0.22360679774997896
fed_decision_in_december,"humans_minus_none | market_probs=False, news=True",9,11,20,0.004999999999999993,-0.03363823730441155,0.043638237304411534,0.2708488016570743,0.7894278633030982,0.060563633212957574
fed_decision_in_october,"humans_minus_none | market_probs=False, news=True",9,11,20,-0.0075000000000000015,-0.018951387843984376,0.003951387843984373,-1.3708103001950633,0.18641143545847963,-0.3065225015493055
fed_decision_in_september,"humans_minus_none | market_probs=False, news=True",9,11,20,-0.009999999999999998,-0.024405179483524615,0.004405179483524618,-1.452966314513558,0.162549999029727,-0.3248931448269655
fed_interest_rates_january_2025,"humans_minus_none | market_probs=False, news=True",9,11,20,0.0,-0.05169388080152614,0.05169388080152614,0.0,1.0,0.0
new_york_city_mayoral_election,"humans_minus_none | market_probs=False, news=True",9,11,20,-0.004999999999999999,-0.015465120272041541,0.0054651202720415425,-1.0,0.3298768009211252,-0.22360679774997896
who_will_be_inaugurated_as_president,"humans_minus_none | market_probs=False, news=True",9,11,20,-0.0225,-0.06959304122418694,0.024593041224186943,-1.0,0.3298768009211252,-0.22360679774997896
fed_decision_in_december,"llms_minus_humans | market_probs=False, news=False",8,10,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_october,"llms_minus_humans | market_probs=False, news=False",8,10,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_september,"llms_minus_humans | market_probs=False, news=False",8,10,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"llms_minus_humans | market_probs=False, news=False",8,10,20,0.027499999999999997,-0.004237741287301963,0.05923774128730196,1.813555696203784,0.08557373364293014,0.4055233817693618
new_york_city_mayoral_election,"llms_minus_humans | market_probs=False, news=False",8,10,20,-0.02,-0.10191131791435212,0.061911317914352115,-0.5110463627497266,0.6152058392668915,-0.11427344067624048
who_will_be_inaugurated_as_president,"llms_minus_humans | market_probs=False, news=False",8,10,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_december,"llms_minus_none | market_probs=False, news=False",8,12,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_october,"llms_minus_none | market_probs=False, news=False",8,12,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_september,"llms_minus_none | market_probs=False, news=False",8,12,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"llms_minus_none | market_probs=False, news=False",8,12,20,0.047499999999999994,0.021781610429523757,0.07321838957047623,3.8656636066561334,0.001041350226415512,0.8643886602630123
new_york_city_mayoral_election,"llms_minus_none | market_probs=False, news=False",8,12,20,-0.06500000000000002,-0.1413383908637567,0.011338390863756695,-1.782151313345683,0.0907135826901159,-0.39850114828314753
who_will_be_inaugurated_as_president,"llms_minus_none | market_probs=False, news=False",8,12,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_december,"humans_minus_none | market_probs=False, news=False",10,12,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_october,"humans_minus_none | market_probs=False, news=False",10,12,20,0.0,0.0,0.0,0.0,1.0,
fed_decision_in_september,"humans_minus_none | market_probs=False, news=False",10,12,20,0.0,0.0,0.0,0.0,1.0,
fed_interest_rates_january_2025,"humans_minus_none | market_probs=False, news=False",10,12,20,0.019999999999999997,-0.0044840970944328255,0.04448409709443282,1.7097008285302207,0.10360315910662693,0.38230072737812854
new_york_city_mayoral_election,"humans_minus_none | market_probs=False, news=False",10,12,20,-0.045,-0.15367719050610298,0.06367719050610299,-0.8666591582810993,0.396941783955265,-0.19379087912392876
who_will_be_inaugurated_as_president,"humans_minus_none | market_probs=False, news=False",10,12,20,0.0,0.0,0.0,0.0,1.0,
